time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,Appl:Electricity [kW](Hourly),Total:Electricity [kW](Hourly),hour,weekday,month
2013-08-27 11:00:00,1.85375657159,0.018358381217,0.0,0.0,0.652289114145,0.1787836725,0.831072786645,0.1787836725,0.0575360273073,0.0123947863348,0.398337606996,0.266529947967,0.271241416343,0.0,4.7190839835451,11,1,8
2013-08-27 12:00:00,2.00116798014,0.018993203745,0.0,0.0,0.806804542763,0.221128372506,1.02793291527,0.221128372506,0.0575360273073,0.0123947863348,0.363033202508,0.275746404112,0.247880644608,0.0,5.2537464518001,12,1,8
2013-08-27 13:00:00,2.17842448973,0.0200626795356,0.0,0.0,0.974789882639,0.267166808288,1.24195669093,0.267166808288,0.0575360273073,0.0123947863348,0.333756918092,0.291273226626,0.224862840442,0.0,5.8693911582127,13,1,8
2013-08-27 14:00:00,2.39875296001,0.0211779083011,0.0,0.0,1.13164988186,0.306151973041,1.4378018549,0.306151973041,0.0575360273073,0.0123947863348,0.338603715702,0.307464298231,0.228308277534,0.0,6.545993656262201,14,1,8
2013-08-27 15:00:00,2.58365683697,0.0250497538101,0.0,0.0,1.17000155681,0.320668798833,1.49067035564,0.320668798833,0.0611320215454,0.013169460588,0.379378049552,0.3636763776,0.258986572042,0.0,6.9870585822235,15,1,8
2013-08-27 16:00:00,2.90555687519,0.0304314474939,0.0,0.0,1.23139782129,0.341858116334,1.57325593762,0.341858116334,0.0791120325685,0.017042831854,0.45567446099,0.441808676988,0.322018935165,0.0,7.7400152518273995,16,1,8
2013-08-27 17:00:00,2.77615492798,0.0330393670687,0.0,0.0,0.990965959313,0.293885961213,1.28485192053,0.293885961213,0.133052057671,0.0286629422194,0.417464300526,0.479670875204,0.385808831837,0.0,7.1174431047751,17,1,8
2013-08-27 18:00:00,2.61907879253,0.0341031237373,0.0,0.0,0.798462333016,0.244108227141,1.04257056016,0.244108227141,0.258912095,0.0557765325,0.349528380947,0.495114666582,0.400532557341,0.0,6.5422954960953,18,1,8
2013-08-27 19:00:00,2.63729870453,0.0352755437216,0.0,0.0,0.67878466434,0.209304614988,0.888089279329,0.209304614988,0.442308135737,0.0952849211288,0.316986698499,0.512136049552,0.365849620286,0.0,6.3906228470994,19,1,8
2013-08-27 20:00:00,2.55331502788,0.0344519901717,0.0,0.0,0.549075160437,0.173828843204,0.722904003641,0.173828843204,0.568168173065,0.122398511409,0.302828610822,0.500179565905,0.320192163038,0.0,6.0211708927767,20,1,8
2013-08-27 21:00:00,2.02017773616,0.0298137823315,0.0,0.0,0.421360294357,0.134357395334,0.555717689691,0.134357395334,0.424328164546,0.0914115584439,0.244907227988,0.432841314253,0.254327781236,0.0,4.7436003396743995,21,1,8
2013-08-27 22:00:00,1.52098690892,0.0259076220912,0.0,0.0,0.323339058523,0.102399414385,0.425738472907,0.102399414385,0.294872117046,0.0635232750319,0.162581133687,0.376131048066,0.181496862185,0.0,3.5793753272271003,22,1,8
2013-08-27 23:00:00,1.01819089158,0.0214295496636,0.0,0.0,0.227648345547,0.0721048297477,0.299753175294,0.0721048297477,0.151032028862,0.0325363220663,0.104554581517,0.311117668235,0.102553115607,0.0,2.4130253378672997,23,1,8
2013-08-28 00:00:00,0.753112874702,0.0197309704668,0.0,0.0,0.14542661422,0.0467604599309,0.192187074151,0.0467604599309,0.0899000152827,0.0193668477487,0.0835572224677,0.286457420712,0.0650002943396,0.0,1.7482602539523,0,2,8
2013-08-28 01:00:00,0.62747867496,0.0195022055919,0.0,0.0,0.0942174246796,0.0304862562614,0.124703680941,0.0304862562614,0.0611320215454,0.013169460588,0.0717169442605,0.283136175255,0.0569763923702,0.0,1.4130054927144,1,2,8
2013-08-28 02:00:00,0.566832443353,0.0192276877419,0.0,0.0,0.0551848838268,0.017982737625,0.0731676214518,0.017982737625,0.0611320215454,0.013169460588,0.0642274778329,0.279150680706,0.0593411812287,0.0,1.2273989335245,2,2,8
2013-08-28 03:00:00,0.558913015761,0.0185013592638,0.0,0.0,0.0315702206747,0.0102882625351,0.0418584832098,0.0102882625351,0.0611320215454,0.013169460588,0.0736008338661,0.268605726378,0.0839024901733,0.0,1.1718301365303,3,2,8
2013-08-28 04:00:00,0.709037292377,0.0206460299668,0.0,0.0,0.0258210219295,0.00841490056345,0.034235922493,0.00841490056345,0.06472802375,0.0139441348412,0.0854603589124,0.299742402542,0.194282449838,0.0,1.4647274377768,4,2,8
2013-08-28 05:00:00,1.04892690568,0.0238544573383,0.0,0.0,0.0181049340741,0.00589982423256,0.0240047583067,0.00589982423256,0.104284055967,0.0224655516263,0.135831742961,0.346322870084,0.399373926734,0.0,2.13496885123652,5,2,8
2013-08-28 06:00:00,1.45130876243,0.0253471481476,0.0,0.0,0.128480483083,0.0388954920451,0.167375975128,0.0388954920451,0.183396040737,0.0395083886288,0.209298551845,0.367993996695,0.452091809394,0.0,3.1025921401786,6,2,8
2013-08-28 07:00:00,1.46521408802,0.0214295496636,0.0,0.0,0.199585673328,0.0585412158587,0.258126889187,0.0585412158587,0.143840088185,0.0309869701276,0.269902798408,0.311117668235,0.434595673877,0.0,3.2518818307486,7,2,8
2013-08-28 08:00:00,1.49579552674,0.0182382796576,0.0,0.0,0.319284179815,0.0895899686843,0.408874148499,0.0895899686843,0.0719200281592,0.0154934833476,0.330854517454,0.264786294102,0.387223055181,0.0,3.491649450324,8,2,8
2013-08-28 09:00:00,1.69023841184,0.0186672137982,0.0,0.0,0.510862415512,0.141833509532,0.652695925044,0.141833509532,0.0575360273073,0.0123947863348,0.3467692427,0.271013629335,0.333184801116,0.0,4.1770294720512995,9,2,8
2013-08-28 10:00:00,1.77779135954,0.0186729329201,0.0,0.0,0.60653252769,0.166239015643,0.772771543333,0.166239015643,0.0575360273073,0.0123947863348,0.361069091606,0.271096660471,0.286279250483,0.0,4.496622210971199,10,2,8
2013-08-28 11:00:00,1.89059558037,0.018358381217,0.0,0.0,0.7356293434,0.201616965477,0.937246308877,0.201616965477,0.0575360273073,0.0123947863348,0.350527100905,0.266529947967,0.249717408981,0.0,4.921768816313101,11,2,8
